question,answer
م نہیں آج ہی آج ہی کر دیجیے کال ان کو اور ان کو کہیں کہ ہم موسٹ اگر آپ کو منڈے یا ٹیوزڈے کو بلائیں تاکہ یہ دونوں ڈیز کے لیے جو ہے وہ ریڈی رہیں تو جس دن,ہاں
آپ نے کل ایکشن ایٹم والے گروپ کے ساتھ ڈسکشن کرنی ہے اور ان کے ساتھ پیپر کے حوالے سے ڈسکس کرنا ہے,ہاں
تو یہ کہ آپ ان کو اچھے طریقے سے دیکھیں اور ذیشان سے کہہ دیجیے گا کہ پہلے ناں م جو انٹرنز ہم نے ہائر کرنے ان کے ٹرائل انٹرویوز وغیرہ کنڈکٹ کر لیں,ہاں
برئیرہ آپ نے سارے گروپس سے ٹیسٹنگ کی رپورٹ لینی ہے,ہاں
باسط ٓپ نے نا نیکسٹ ویک تک سسٹم کا اوورٓل  ٓرکیٹیکچر اور اس کے ڈیٹا فلو کو ڈیفائن کرنا ہے اور اس کے لیے جو ضروری ڈائاگرامز ہیں وہ بنائیں,ہاں
پھیپھڑوں کی بیماری کا پتہ لگانے کے لیے ایک پروٹو ٹائپ پرسوں تک ڈویلپ کریں۔,ہاں
آپ اسے کمپلیٹ کریں جلد سے جلد,ہاں
میرے ساتھ ناں اس کی ایک کاپی جو ہے مجھے میل کر دیجیے گا جب آپ ریڈی کر لیں اور ڈائریکٹر صاحب کو بھی پرسنلی آپ میل کر دیجیے گا,ہاں
ڈویلپمنٹ کے دوران اسٹیک ہولڈرز سے کونٹینیوئس فیڈ بیک کے لیے ایک میکانیزم کو چار دن تک ایسٹیبلیش کریں,ہاں
تو وہ آ جائیں بیشک اس دوران میں انٹرویو وغیرہ کنڈکٹ کر لوں گی بلکہ ایسا کیجیے گا پہلے آپ ناں ٹرائل انٹرویو لے لیجیے گا,ہاں
عمر آپ نے ایک کام ہے جو رپورٹس آئیں ان میں سے گورنمنٹ اورپرائیوٹ ہسپتال کی رپورٹس کو الگ الگ کر لینا ہے,ہاں
یہ پوائنٹ بھی نوٹ کرلینا,ہاں
آپ لوگوں اب کلائنٹ سے جتنی جلدی ہو سکے میٹنگ کر کے ریکوائرمنٹس گیدر کریں,ہاں
تو ایسا کریں گے ناں کہ نیکسٹ میٹنگ میں میں ان سے یہ بھی ڈسکس کر لوں گا دین جو بھی پھر وہ کہیں گے ناں وہ پھر میں آپ کے ساتھ ڈسکس کر لوں گا پھر ہم اسے ہی جو ہے ناں ڈپلوئے کر لیں گے اپنے سسٹم کے ساتھ کنسیڈر کر لیں گے,ہاں
آپ ایسا کریں کہ تمام ڈاکومنٹس اور ریکوائرمنٹس پوری کرکے فورا ٹینڈر دوبارہ بھیجیں,ہاں
خضرا نے سارے ڈیٹا کے ریلیٹڈ جو بریرہ ہیڈنگ شئیر کریں گی ان پہ کوٹینٹ لکھنا ہے,ہاں
جی وہ آپ فائینل کر کے مجھے بھی شیئر کر دیجیےگا,ہاں
اور آپ نے مجھے ساتھ ساتھ اپنے کام کی رپورٹ بھی دینی ہے,ہاں
اور اس کے علاوہ آپ لوگوں نے روز مجھے اس کی اپ ڈیٹ دیا کرنی ہے,ہاں
ٹھیک ہے میں ایڈوانس آپ کو دے دیتا ہوں آپ انہیں پے کردیجیئے گا,ہاں
مشین لرننگ ایکسپرٹ سے رابطہ کریں اور ان سے ایویلیویشن میٹرک ڈیفائن کروائیں کلاسیفیکیشن کے لئے ,ہاں
لیکن جب آپ مجھے فائنل ڈیزائن دو گی وہ نیکسٹ ویک تک آپ مجھے دینا تو تب تک پراببلی ہماری ساری ریکوائرمنٹس ہی فائنلائز ہو گئی ہوں گی تو پھر آپ مجھے کمپلیٹ ڈیزائن دکھا دینا,ہاں
ہاں ٹھیک ہے آپ ایسا کیجیے گا ان کی ایک ایک کاپی مجھے میل کر دیجیے گا پھر میں دیکھ لیتی ہوں کہ وہ م اس میں کیا کیا انہوں نے وہ مینشن کیا ہوا ہے,ہاں
اچھا حمد اب آپ کا کام ہے کہ آپ نے اتنے پورشن کو جو مس ہوگیا ہے اسے سن لینا ہے,ہاں
صارم آپ ایسا کریں کہ ۵ مارچ تک ٹیم سے کنفیگریشن فائلز کو پروڈکشن اینوائرمنٹ کے لئے کسٹمائز کراوئیں  ,ہاں
جی بلکل نجم آپ نے پرائمری کی کو ہائی لائٹ کر دینا ہے ڈاکومنٹ میں ,ہاں
تو آپ ایسا کرو ناں کہ مجھے بجٹ لیٹر بنا کر میل کر دینا جس میں ان سب ایکوئپمنٹس کی لسٹ ہو اور ایسٹیمیٹڈ پرائززتاکہ اس کے مطابق پروف کے ساتھ ڈیمانڈ کر سکیں,ہاں
اچھا اب عمار ٹیکنیکل میٹنگ کا شیڈیول آپ بنائیں گے,ہاں
سب سے پہلے حمد آپ کوالٹی میٹرکس کا پروپر ڈاکومنٹ بنائیں,ہاں
جی آپ ایسا کیجییے گا مجھے ناں یہ ٹائپ کر کے بھیج دیجییے گا میٹنگ کے بعد ناں,ہاں
اور فاطمہ آپ مجھے ذرا پروگریس سینڈ کرئیے گا پروجیکٹ کے حوالے سے میٹنگ کے بعد,ہاں
برئیرہ آپ نے ایک کام کرنا ہے آپ نے تمام گروپس کے ساتھ ایک میٹنگ کرنی ہے اور ان کو اپنی ویب سائیڈ کے بارے میں بتانا ہے اور ان کو کہنا ہے کہ وہ اس کو ٹیسٹ کریں اور اگر کوئی ایشو آتا ہے تو آپکو بتائیں ,ہاں
اچھا یہ جو کوئز ایپ ہے یہ ہماری ائی او ایس اور اینڈرائڈ دونوں کے لئے ہے تو اس کی کراس پلیٹ فارم کمبیٹبلٹی لازمی چیک کرنی ہے علی اپ نے      ,ہاں
سی آر آپ نے ساری کلاس سے اپلیکشن لے کے مجھے سینڈ کرنی ہے,ہاں
اچھا اس کے علاوہ پراڈکٹ مینجمیٹ  آرڈر مینجمیٹ کنٹینٹ مینجمیٹ کو بھی ڈاکومنٹ میں ایڈ کریں ,ہاں
اور ارم آپ نے مجھے پراجیکٹ ڈسکرپشن دکھانا ہے نیکسٹ میٹنگ میں,ہاں
جی اس میں آپ نے مینشن کرنا ہے کہ چیٹ بوٹ کے پروجیکٹ کے لیے کون کون سے ,ہاں
جی بلکل ایز سون ایز پاسیبل اسے کمپلیٹ کرکے مجھے اپڈیٹ کریں,ہاں
اوکے اور م خضری آپ ایچ ای سی کو ناں میل بھی سینڈ کر دینا کہ بجٹ اپروو ہو گیا ہے آپ کی طرف سے تو آپ لوگ کائنڈلی اپروول لیٹر ہمیں سینڈ کر دیں ایز سون ایز پاسبل,ہاں
اچھا جو ٹیسٹ ہے ان کا اور اویلوئیشن ہے اس میں تھوڑا اپ گریڈ کر کے چینجنگز کر لیں اس کو ذرا ڈسکس کرو سحر کے ساتھ بھی,ہاں
آپ لوگ آج شام تک ہی مجھے کویسچنز کی لسٹپرووائیڈکر دیں ,ہاں
اور نیچرل میٹنگز کی ریکارڈنگ کی رسپانسبلٹی اسماء آپ کی ہو گی,ہاں
حیدر آپ ان کے ساتھ کولیبوریٹ کریں ,ہاں
جی بلکل اور اپنے ان کی آوٹ کمنگز شئیر بھی میرے ساتھ کرنی ہے,ہاں
اینڈ یس سب سے پہلے تو آپ آج ہی ان لوگوں سے کونٹیکٹ کر کے ان کو ٹائم دو,ہاں
 بریرا ہ آپ ان کی ہیلپ کر دیجئے گا,ہاں
ہاں انکو ایڈ کرتی جانا,ہاں
  چلیں ٹھیک ہے آپ م کل سر کے ساتھ میٹنگ کر لیں,ہاں
:م: جو ہے جاوا سائیڈ پہ :م: کر لیجیئے گا,ہاں
میم پھر ٓپ سر سے کنفرم کر کے بتا دیں کہ نیکسٹ ہم نے کیا پلین فولو کرنا ہے,ہاں
کشف آپ ایس این جی کے بجٹ میں سے دو لاکھ کا ایک بل ریڈی کرو ریکارڈنگز کے لیے,ہاں
جی آپ لوگ نے وہ پرمیشن ڈاکومنٹ بنا لینا ہے ,ہاں
اور دین اسے مجھے سینڈ کرنا ہے آپ نے,ہاں
برئیرہ آپ نے ابسٹریکٹ کے اندر لاسٹ لائین فائینڈنگز کی ایڈ کرنی ہے,ہاں
آپ ایسا کرئے گا کہ کل تک پرفارمنس ٹیسٹنگ کا سارا شیڈیول تیار کرکے میرے ساتھ شیئر کر دیجئے گا,ہاں
ہمارے پاس ایسا پلان ڈیزائن کرنے کی ضرورت ہے جس سے باقی ایررز کو بھی ریموو کر سکیں گے,ہاں
اس کا آپ نے ڈاکومنٹ ریڈی کر کے مجھے آپ نے سینڈ کرنا ہے ,ہاں
بریرہ آپ نے ہی ڈیٹا ان لوگوں سے کولیکٹ کر کے اوور لیف پہ ایڈ کرنا ہے ,ہاں
اریج اور اقراء آپ لوگوں نے یو آئی ڈیزائن کرتے ہوئے ان چیزوں کو ان کنسیڈریشن رکھنا ہے,ہاں
اس کے علاوہ ان کی طرف سے جو ٹینڈر ایکسیپٹنس کا جو کوئی لیٹر وغیرہ یا میل ہے وہ بھی مجھے فارورڈ کر دیں,ہاں
تو نجم آپ اس کے اوپر پورا چیک ان رکھیں کہ آپ لوگ ایک ٹائم بینک کے اندر اندر اپنا کام پورا کریں ,ہاں
کمپونینٹس کی ڈیٹیلز کو بھی اس میں انکلیوڈ کرنا ہے,ہاں
اور اگلی میٹنگ میں مجھے ساری رپورٹ پیش کریں,ہاں
صارم آپ نے نیکسٹ ویک تک ویب سائٹ کو مختلف ڈوائسز اور براؤزرز پر ٹیسٹ کرنا ہے      ,ہاں
بلکہ ایسا کریں آپ اپنے اینڈ پہ امپورٹنٹ پوائنٹس نوٹ کرتے جانا,ہاں
وہ بھی آپ نے بنانے ہیں  اور مجھے سینڈ کرنے ہیں ,ہاں
اچھا اپ لوگ ناں ساتھ یہ بھی کیجیے گا کہ یہ جو یہ فریم ورکس ہیں اور اس کے علاوہ جو لائبریریز ہیں ان کی ناں ڈاکومنٹیشن جو آفیشل ہوتی ہے اس کو بھی آپ کنسلٹ کیجیے گا,ہاں
تو پھر آپ ایسے کریں کہ ان سے کونٹیکٹ کریں آج ہی,ہاں
:م: وی ہوپ کے ٹھیک ہی رسپانس آئے گا باقی اگر :م: کچھ بھی پرابلم وغیرہ ہوئی تو پھر ہم اس کو آپس میں ڈسکس کر لیں گے اپنے ٹیم سے اور دین اس کا سلوشن دیکھ لیں,ہاں
اور انعم آپ ایک پرپوزل بنائیں گی,ہاں
موجودہ بات چیت کی بیس پر ایجنڈے کے اہم آئٹمز اور آنے والی میٹنگوں کے لیے ریکوائرڈ تیاری کی نشاندہی اگلی میٹنگ تک کریں۔,ہاں
بریرہ آپ نے کل تک ٹیم سے ڈیٹا سٹیٹس لینا ہے,ہاں
سسٹم آرکیٹیکٹس کو ٹیم میں ڈیٹیلڈ سسٹم آرکیٹیکچر ڈائیاگرام بنانے کے لئے  ٹاسکس اسائن کریں,ہاں
فاطمہ آپ سحر سے سپیکرز اماونٹ کا ڈسکس کر لینا ابھی,ہاں
جی آپ نے ساتھ ساتھ نوٹ بھی کرتے جانا ہے  پہلے آپ فنکشن کا نام لکھنا جس کی آپ ٹیسٹنگ پرفارم کرنے لگیں ہیں,ہاں
ان سے آپ سگنیچرز وغیرہ کونٹریکٹ پہ کروا لیجیے گا کہ پروجیکٹ کے دوران وہ پروجیکٹ کو چھوڑ کے نہیں جا سکتے ہیں کمپلیشن تک ان کو ہمارے ساتھ ہی جو ہے وہ اٹیچڈ رہنا پڑے گا ٹھیک ہے,ہاں
صبا یو ائی والوں سے کہیں کہ یوزر کے اکارڈنگ ڈیزائن کو کسٹمائز کریں,ہاں
سارا آپ نے مجھے نیکسٹ ویک یاد کروانا ہے کہ ہم نے ایرر انیلسز پر بھی ایک میٹنگ کنڈکٹ کرنی ہے,ہاں
اب ایسا ہے کہ ہائی لیول ڈیزائن کی طرف ٓتے ہیں جسے ٓپ لوگوں نے 14 مارچ تک کمپلیٹ کرنا ہے,ہاں
ڈیٹا لائف سائیکل کو منیج کرنے کے لئے ڈیٹا آرکائیو میکینزم پر بحث اور فیصلہ کریں,ہاں
آپ ان کو ایڈ کر دینا کچھ انٹریز,ہاں
یا اقراء سے کہیں کہ ان کو ایک فیڈ بیک میل کریں ان پینڈنگ ورک کا اور ڈیڈ لائن دیں ان کو,ہاں
ساتھ میں بگ فیکسنگ بھی کرنی ہے آپ نے,ہاں
ایشا۶ اینڈ ٹیم ٓپ نے اس پروجیکٹ کی ٹیسٹنگ نیکسٹ منتھ تک مسٹ کمپلیٹ کرنی ہے,ہاں
آپ نے ماڈل ٹیسٹنگ ڈاکومنٹ تیار کرنا ہے,ہاں
ان کی رپورٹ بھی میرے ساتھ شئیر کر دیجیے گا,ہاں
م اور ان سے ناں ایک کنٹریکٹ سائن کروا لیں آپ ٹھیک ہے,ہاں
علی آپ نے یہ سب کام دیکھنا ہے,ہاں
آپ لوگوں نے نیکسٹ ویویک میں جنوری کی سیلری پروسس کرنی ہے,ہاں
عمر آپ نے نیکسٹ ویوک میں پیپر پورٹل پہ سبیمٹ کروانا ہے,ہاں
آپ ایسا کریں کہ ایسے تھرٹی پرسینٹ تک کریں,ہاں
سو اس لیے اسے جلدی جلدی سے کمپلیٹ کریں,ہاں
عثمان آپ نے جو آج ہوم پیج بنایا ہے اس میں تھوڑا سا کلر ڈفرنس ہے آپ نے اس کو کل تک سیٹ کرنا ہے,ہاں
اچھا آپ نے ناں کمپلیٹ کر کے وہ سبمٹ کروانی ہے اس کی رپورٹ ٹھیک ہے,ہاں
عمار جو میٹنگ اسکرپٹ آپ لکھیں گے ان کی ریکارڈنگ کی رسپانسبلٹی بھی آپ پر ہی ہوگی,ہاں
آپ کاشف پھر رابیہ اور علی کو بتا دینا جو جو ڈسکس ہوا,ہاں
آپ لوگوں کا بھی کوئی آئیڈیا ہو تو وہ لازمی شیئر کریں,ہاں
  داؤد اج ہی ٹیم ممبرز کے ساتھ میری ایک ارجنٹ میٹنگ شیڈول کروائیں    ,ہاں
تو لائبہ آپ ایسا کریں کے ایک پورا ڈاکومنٹ بنا لیں,ہاں
اور بلکہ ایسا کریں کہ آپ ناں کچھ اور کینڈیڈیٹس کو بھی شارٹ لسٹ کریں,ہاں
میلویئر  ڈیٹیکٹ کرنے کے لیے رییلیوینٹ فیچرز کو کل تک آئیڈنٹفائی کریں۔,ہاں
دین پھر آپ نے جو ڈیٹیلز شیئر کرنی ہیں ان میں یہ چیز ایڈ کرکے مجھے اس کی بھی اپڈیٹ سینڈ کریں,ہاں
دین آپ ان کو انفارم کر دینا ,ہاں
کیوںکہ انہوں نے ہی سارا بجٹ :م: پروپوز کر کے مجھے ہینڈ اوور کیا تھا تو میں ان سے بات کرتا ہوں اور دین پھر آئی لیٹ یو نو,ہاں
اس کو آپ ہائی لائٹ کر لے تاکہ آپ کو یاد رہے,ہاں
میرے پاس ہیں تو بٹ میں چاہ رہا ہوں کے آپ اپڈیٹٹ سینڈ کریں مجھے,ہاں
اور ماریہ آپ ان کا انکریمنٹ لیٹر جو ہے ناں وہ بنانا سٹارٹ کر دینا پھر آج,ہاں
احمد ٹیم لیڈز کے ساتھ ایک سیشن شروع کریں تاکہ کوئز مینجمنٹ سسٹم کو انٹیگریٹ کرنے والے ضروری ایکسٹرنل سسٹم اور  اے پی آئیز کو آئیڈینٹفائی کیا جائے,ہاں
اور پھر مجحھے اپڈیٹ کرو,ہاں
   اچھا عالیہ پرسوں تک اپ نے یہ کرنا ہے کہ ویب سائٹ کا جو کونٹینٹ ویڈیو اڈیو اور پکچر کی فارم میں ہے اسے ویلی ڈیٹ کروا لیجئے گا کہ صحیح سے ڈسپلے ہو رہا ہے,ہاں
اچھا تو آپ نے اس کے بارے میں بھی تھورا ریسرچ کر لینا ہے,ہاں
اچھا آپ یہ پوائنٹ نوٹ کرتے جائے,ہاں
جی اور اس میں آپ لے آؤٹ اینڈ ڈیزائن اویلویئٹ کرنا ہے کہ اس کے علاوہ ایپ کی رسپانسیونیس چیک کریں گے آپ رسپانسیونیس کا تو آپ کو آئیڈیا ہو گا کہ مطلب کہ اگر آپ کی ایپ موبائل پہ اوپن ہو رہی ہے تو اگر اسے کوئی :م: لیپ ٹاپ یا,ہاں
